PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
13563,"Kirk Cousins",5100,QB,ATL,NOS,147585,,33.16,21.2,215.56,1.64,0.71,0.66,1.43,0.04,0,0,0,0,15.51,3.04,,0,0.00%,SAT,403308,2307,1,13563,15.5,15.5,216.99,1.68,216.99,1.68,1.43,0.04,0,6.2,24.82,,
3491931,"Tyler Allgeier",4700,RB,ATL,NOS,147585,,0,0,0,0,0,9.34,39.8,0.4,0.97,0.76,5.71,0.04,8.27,1.76,,0,0.00%,SAT,1131198,125422,2,3491931,8.23,7.85,45.51,0.44,39.8,0.4,45.51,0.44,0,3.31,13.23,,
4687512,"Bijan Robinson",8700,RB,ATL,NOS,147585,,0,0,0,0,0,16.35,79.84,0.64,8.25,5.98,47.73,0.31,25.75,2.96,,0,0.00%,SAT,1228244,123168,3,4687512,25.66,22.67,127.57,0.95,79.84,0.64,127.57,0.95,0,10.3,41.2,,
8261767,"Nate Carter",4000,RB,ATL,NOS,147585,,0,0,0,0,0,0.11,0.53,0,0.04,0.03,0.2,0,0.1,0.03,,0,0,SAT,1214132,134222,4,8261767,0.11,0.09,0.73,0,0.53,0,0.73,0,0,0.04,0.16,,42
982204,"David Sills",3400,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,2,1.16,11.56,0.09,2.85,0.84,,0,0.00%,SAT,866973,65587,5,982204,2.84,2.26,11.56,0.09,0,0,11.56,0.09,0,1.14,4.56,,
1844218,"Darnell Mooney",3900,WR,ATL,NOS,147585,,0,0,0,0,0,0.01,0.04,0,4.23,2.49,29.53,0.19,6.59,1.69,,0,0.00%,SAT,912027,62802,6,1844218,6.58,5.33,29.57,0.19,0.04,0,29.57,0.19,0,2.64,10.54,,
3491928,"Drake London",6900,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,9.02,6.24,65.57,0.53,16.75,2.43,,0,0.00%,SAT,1178741,140160,7,3491928,16.71,13.59,65.57,0.53,0,0,65.57,0.53,0,6.7,26.8,,
4773069,"Dylan Drummond",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.34,0.21,1.82,0.02,0.51,0.17,,0,0.00%,SAT,1108534,48414,8,4773069,0.51,0.4,1.82,0.02,0,0,1.82,0.02,0,0.2,0.82,,
3515974,"Deven Thompkins",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.09,0.06,0.39,0,0.1,0.03,,0,0.00%,SAT,1130833,49660,9,3515974,0.1,0.07,0.39,0,0,0,0.39,0,0,0.04,0.16,,
1849814,"Charlie Woerner",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.97,0.64,5.16,0.05,1.45,0.58,,0,0.00%,SAT,922040,58179,10,1849814,1.44,1.12,5.16,0.05,0,0,5.16,0.05,0,0.58,2.32,,
