PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
328331,"Josh Allen",7100,QB,BUF,DEN,158061,,29.33,19.44,219.34,1.52,0.66,9.14,40.43,0.5,0,0,0,0,21.53,3.03,56.28,17.47,0.00%,MAIN,868199,58465,1,328331,21.45,21.45,259.77,2.02,259.77,2.02,40.43,0.5,0,14.02,30.83,9.58,
3491576,"James Cook",7300,RB,BUF,DEN,158061,,0,0,0,0,0,17.2,79.26,0.44,3.8,2.72,24.32,0.2,17.75,2.43,44.92,31.36,0.00%,MAIN,1131012,58170,2,3491576,17.66,16.3,103.58,0.64,79.26,0.44,103.58,0.64,0,10.3,27.81,12.74,
6227751,"Frank Gore",4000,RB,BUF,DEN,158061,,0,0,0,0,0,0.08,0.28,0,0.03,0.02,0.17,0,0.06,0.02,,0.01,0.00%,MAIN,1233127,150197,3,6227751,0.06,0.05,0.45,0,0.28,0,0.45,0,0,0,0.12,,
6227753,"Ray Davis",4600,RB,BUF,DEN,158061,,0,0,0,0,0,2.71,10.45,0.07,1.3,0.99,9.97,0.07,3.86,0.84,4.9,1.05,0.00%,MAIN,1165229,93411,4,6227753,3.84,3.34,20.42,0.14,10.45,0.07,20.42,0.14,0,0.72,10.62,0.1,
36991,"Curtis Samuel",3200,WR,BUF,DEN,158061,,0,0,0,0,0,0,0,0,1.48,0.99,10.24,0.08,2.49,0.78,5.5,1.07,0.00%,MAIN,821389,33239,5,36991,2.49,1.99,10.24,0.08,0,0,10.24,0.08,0,0,6.57,0.02,
3491575,"Khalil Shakir",5100,WR,BUF,DEN,158061,,0,0,0,0,0,0.08,0.43,0,5.76,4.11,48.47,0.32,11.18,2.19,38.88,22.8,0.00%,MAIN,1130603,55222,6,3491575,11.16,9.1,48.9,0.32,0.43,0,48.9,0.32,0,5.21,20.17,9.62,
6227754,"Keon Coleman",3500,WR,BUF,DEN,158061,,0,0,0,0,0,0,0,0,2.85,1.64,22.18,0.16,4.82,1.38,12.9,3.96,0.00%,MAIN,1322431,170256,7,6227754,4.81,3.99,22.18,0.16,0,0,22.18,0.16,0,0.57,11.87,0.68,
982694,"Mecole Hardman",3000,WR,BUF,DEN,158061,,0,0,0,0,0,0,0,0,0.46,0.31,3.73,0.03,0.86,0.29,1.6,0.3,0.00%,MAIN,922026,58212,8,982694,0.87,0.71,3.73,0.03,0,0,3.73,0.03,0,0,1.72,0.02,
18281,"Brandin Cooks",4000,WR,BUF,DEN,158061,,0,0,0,0,0,0,0,0,4.51,2.81,33,0.25,7.62,1.91,23.68,8.71,0.00%,MAIN,607864,2255,9,18281,7.62,6.21,33,0.25,0,0,33,0.25,0,2.98,15.65,2.46,
982202,"Dawson Knox",3300,TE,BUF,DEN,158061,,0,0,0,0,0,0,0,0,3.19,2.09,23.3,0.14,5.25,1.59,14.72,3.69,0.00%,MAIN,884083,61345,10,982202,5.23,4.18,23.3,0.14,0,0,23.3,0.14,0,0.96,12.2,2.12,
