PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
35181,"Jaylen Brown",9900,SF,BOS,CHI,158428,883436,Q,34,27.45,7.12,4.13,2.37,3.22,0.78,0.4,31.58,34.57,38.7,1.18,11.25,15.5,7.27,6.72,7.63,5.78,22.22,9.64,42.51,42.51,44.71,4.52,5.27%,125,130,SAT,28025,1,35181,35.06,54.99,3.8,3.8,6.89,35.11,40.42,44.71,48.75,55.32,57.37,69.47,
37858,"Derrick White",7900,PG/SG,BOS,CHI,158428,796009,-,34,18.19,5.06,5.94,3.19,1.68,1.12,1.38,24.13,23.25,29.19,2.5,11,7.3,3.01,8.91,2.98,2.6,16.21,6.2,38.99,38.99,39.31,4.98,22.76%,125,130,SAT,38299,3,37858,30.02,49.49,23.43,23.43,14.76,29.93,35,39.31,43.37,49.71,52.27,63.4,
409191,"Anfernee Simons",4900,PG/SG,BOS,CHI,158428,1121307,-,23,12.49,2.55,2.1,2.13,0.98,0.4,0.16,14.59,15.04,17.14,0.56,4.65,5.03,2.15,5.62,2.01,1.8,10.65,4.28,19.4,19.4,20.52,4.19,9.46%,125,130,SAT,75325,5,409191,13.59,28.08,6.95,6.95,4.25,13.59,17.44,20.52,23.6,28.47,30.27,37.96,
2439093,"Payton Pritchard",7000,PG,BOS,CHI,158428,945610,,32,17.2,4.1,6.04,2.96,1.16,0.8,0.3,23.24,21.3,27.34,1.1,10.14,7.26,3.4,7.87,1.76,1.51,15.13,6.36,33.32,33.32,34.6,4.94,20.63%,125,130,SAT,73477,6,2439093,26.04,44.41,21.57,21.57,12.88,26.14,30.76,34.6,38.44,44.6,46.9,57.67,
3005208,"Luka Garza",3900,C,BOS,CHI,158428,1061057,,16.5,7.61,4.4,0.73,0.71,0.36,0.45,0.44,8.34,12.01,12.74,0.89,5.13,3.43,1.92,1.8,2.1,1.63,5.23,2.63,16.3,16.3,16.16,4.14,7.51%,125,130,SAT,72919,8,3005208,11.01,22.26,4.33,4.33,1.77,10.95,14.07,16.16,18.51,22.68,23.98,31.28,
3005606,"Neemias Queta",5800,C,BOS,CHI,158428,1142902,,27.5,11.52,8.96,1.09,0,0.85,1.25,1.46,12.61,20.48,21.57,2.71,10.05,7.25,4.81,0,2.79,1.91,7.25,4.81,31.19,31.19,29.67,5.12,22.27%,125,130,SAT,86307,9,3005606,22.62,37.67,23.05,23.05,14.9,22.51,26.34,29.67,32.74,37.6,39.67,49.88,
3022247,"Sam Hauser",5200,SF/PF,BOS,CHI,158428,922378,,28,11.91,4.52,1.89,3.42,0.63,0.54,0.36,13.8,16.43,18.32,0.9,6.41,1.51,0.7,8.3,0.26,0.24,9.81,4.12,22.24,22.24,23.6,4.54,11.98%,125,130,SAT,72761,10,3022247,16.16,31.95,12.72,12.72,8.37,16.16,20.18,23.6,26.93,32.07,34.37,44.12,
4878181,"Jordan Walsh",3100,PF,BOS,CHI,158428,1401388,,16,2.86,3.04,0.52,0.47,0.24,0.42,0.22,3.38,5.9,6.42,0.64,3.56,1.14,0.55,1.28,0.48,0.36,2.42,1.02,8.97,8.97,8.84,2.85,1.80%,125,130,SAT,245001,12,4878181,4.92,13.78,0.64,0.64,0.03,4.82,6.96,8.84,10.98,13.93,15,21.43,
6412744,"Baylor Scheierman",3300,SG/SF,BOS,CHI,158428,1177129,,15.5,3.27,2.25,1.06,0.83,0.5,0.77,0.01,4.33,5.52,6.58,0.78,3.31,0.74,0.29,2.19,0.25,0.19,2.93,1.12,9.4,9.4,9.4,2.85,1.93%,125,130,SAT,90655,13,6412744,4.89,14.75,0.7,0.7,0.08,4.83,7.25,9.4,11.55,14.77,16.11,22.29,
8998149,"Hugo Gonzalez",3200,SG/SF,BOS,CHI,158428,1590553,,13.5,2.77,2.45,0.44,0.4,0.37,0.13,0.13,3.21,5.22,5.66,0.26,2.89,1.36,0.7,1.05,0.34,0.18,2.41,1.1,6.78,6.78,7.03,2.2,0.08%,125,130,SAT,622359,14,8998149,3.35,11.81,0.16,0.16,0,3.24,5.14,7.03,8.65,11.63,12.98,18.12,
