PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
37794,"Jarrett Allen",6100,C,CLE,IND,157550,956574,Q,27.5,15.68,8.92,1.83,0.01,1.85,0.83,0.56,17.51,24.6,26.43,1.39,10.75,9.44,6.06,0.12,4.71,3.54,9.56,6.07,31.45,31.45,31.87,5.22,10.10%,131,133,TUE,38286,2,37794,24.39,40.36,7.99,7.99,18.59,24.36,28.5,31.87,35.24,40.42,42.49,52.34,
37885,"Lonzo Ball",3500,PG/SG,CLE,IND,157550,946714,-,12,2.85,2.05,1.78,0.73,0.64,0.66,0.08,4.63,4.9,6.68,0.74,3.83,0.57,0.19,2.41,0.38,0.28,2.98,0.92,9.56,9.56,9.61,2.75,0.24%,131,133,TUE,38269,4,37885,5.28,14.92,0,0,0.03,5.34,7.74,9.61,11.75,15.22,16.55,23.22,
1115224,"Darius Garland",7200,PG,CLE,IND,157550,1134262,-,33,23.71,2.77,8,3.37,3.34,0.71,0.17,31.71,26.48,34.48,0.88,10.77,10.57,4.82,8.95,4.53,3.98,19.52,8.19,38.33,38.33,41.34,5.74,32.17%,131,133,TUE,86449,5,1115224,31.71,52.47,40.08,40.08,32.67,31.39,37,41.34,45.76,52.82,55.63,67.62,
1115296,"De'Andre Hunter",4900,SF/PF,CLE,IND,157550,942857,,26,13.9,4.11,1.39,1.94,1.18,0.7,0.19,15.29,18.01,19.4,0.89,5.5,5.47,2.37,5.26,3.92,3.33,10.73,4.31,22.41,22.41,23.29,4.75,8.11%,131,133,TUE,70224,6,1115296,16.34,31.11,3.79,3.79,9.43,16.3,20.18,23.29,26.4,31.31,33.38,42.7,
1144092,"Dean Wade",3900,SF/PF,CLE,IND,157550,880677,Q,20,4.83,4.56,1.21,1.25,0.15,0.57,0.19,6.04,9.39,10.6,0.76,5.77,0.83,0.35,3.53,0.58,0.4,4.36,1.6,14.25,14.25,14.42,3.7,0.48%,131,133,TUE,72850,7,1144092,9.09,21.14,0.3,0.3,1.21,9.15,11.92,14.42,17.19,21.35,23.02,30.78,
2439420,"Sam Merrill",4600,SG/SF,CLE,IND,157550,953106,,27.5,11.2,2.69,2.16,3.18,0.67,0.8,0.1,13.36,13.89,16.05,0.9,4.85,1.12,0.48,7.87,0.76,0.69,8.99,3.66,19.7,19.7,20.86,4.53,4.79%,131,133,TUE,72801,9,2439420,13.5,29.36,4.71,4.71,8.98,13.3,17.47,20.86,23.99,29.46,31.55,41.72,
3005190,"Evan Mobley",7600,PF/C,CLE,IND,157550,1231862,,32.5,22.42,9.42,3.98,1.5,2.45,0.72,1.62,26.4,31.84,35.82,2.34,13.4,12.39,6.68,4.13,6.65,4.56,16.52,8.18,44.26,44.26,44.98,5.92,36.36%,131,133,TUE,149666,10,3005190,35.64,55.33,43.33,43.33,37.95,35.68,40.96,44.98,49,55.28,58.05,69.36,
4934240,"Craig Porter",3600,PG,CLE,IND,157550,1236197,,23,7.78,4.7,3.17,0.72,1.3,1.11,0.53,10.95,12.48,15.65,1.64,7.87,4.78,2.33,1.8,1.39,0.96,6.58,3.05,21.8,21.8,21.41,5.95,19.77%,131,133,TUE,180209,13,4934240,15.38,28.56,23.91,23.91,21.99,15.29,18.52,21.41,24.21,28.55,30.33,39,
6412819,"Jaylon Tyson",5800,SG/SF,CLE,IND,157550,1342747,,24.5,11.89,5.72,1.76,1.74,1.33,0.72,0.33,13.65,17.61,19.37,1.05,7.48,5.05,2.26,5.06,2.77,2.17,10.11,4,23.21,23.21,24.04,4.14,2.37%,131,133,TUE,180082,14,6412819,17.22,32.07,1.15,1.15,3.49,17.32,21.2,24.04,27.4,32.31,34.64,43.69,
7796671,"Nae'Qwan Tomlin",3100,PF,CLE,IND,157550,1403628,,12,4.16,2.27,0.36,0.34,0.15,0.62,0.61,4.52,6.43,6.79,1.23,2.63,2.56,1.11,1.39,1.29,0.92,3.95,1.45,10.96,10.96,10.09,3.25,0.08%,131,133,TUE,245036,15,7796671,5.77,14.85,0.17,0.17,0.11,5.69,8.28,10.09,11.9,15.01,16.3,22.51,
