PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
37814,"Luke Kennard",3300,PG/SG,ATL,NYK,157044,887661,-,10,3.05,0.91,0.84,0.66,0.38,0.37,0,3.89,3.96,4.8,0.37,1.75,0.8,0.39,1.51,0.34,0.31,2.31,1.05,6.13,6.13,6.33,1.92,0.12%,135,127,SAT,38279,2,37814,2.69,10.82,0,0,0,2.64,4.48,6.33,7.91,10.81,12.4,17.67,
409063,"Trae Young",9000,PG,ATL,NYK,157044,1060978,-,32,22.88,2.04,8.23,2.76,2.81,1.03,0.32,31.11,24.92,33.15,1.35,10.27,8.97,3.83,7.91,8.07,6.95,16.88,6.59,38.91,38.91,40.92,4.55,0.41%,135,127,SAT,75299,3,409063,31.41,51.23,1.49,1.49,7.77,31.19,36.43,40.92,44.91,51.15,54.14,65.87,
1115445,"Nickeil Alexander-Walker",6700,SG/SF,ATL,NYK,157044,1067668,-,30,16.56,3.05,2.25,2.14,1.75,0.74,0.65,18.81,19.61,21.86,1.39,5.3,8.78,3.83,5.6,2.96,2.46,14.38,5.97,26.02,26.02,26.72,3.99,0.07%,135,127,SAT,69666,4,1115445,19.22,35.09,0.14,0.14,1.72,19.23,23.47,26.72,29.97,35.21,37.46,46.95,
2439277,"Onyeka Okongwu",7500,C,ATL,NYK,157044,1185367,,34,15.22,7.4,3.13,1.21,1.44,1.2,1.2,18.35,22.62,25.75,2.4,10.53,8.46,4.38,3.59,3.69,2.81,12.05,5.59,34.56,34.56,34.17,4.56,2.37%,135,127,SAT,91845,5,2439277,26.45,42.83,2.12,2.12,5.18,26.3,30.73,34.17,37.45,43.02,45.23,54.57,
2439347,"Vit Krejci",3600,SG/SF,ATL,NYK,157044,1257428,,21,7.97,2.01,0.91,1.92,0.68,0.62,0.15,8.88,9.98,10.89,0.77,2.92,1.63,0.82,4.3,0.78,0.57,5.93,2.74,13.38,13.38,14.01,3.89,0.13%,135,127,SAT,161284,6,2439347,8.19,20.94,0.36,0.36,2.5,8.15,11.21,14.01,16.3,20.63,22.42,30.06,
3005263,"Jalen Johnson",9700,PF,ATL,NYK,157044,1230356,,36,22.6,10.01,7.91,1.27,3.18,0.91,0.55,30.51,32.61,40.52,1.46,17.92,14.71,7.35,3.67,5.24,4.08,18.38,8.62,47.68,47.68,50.22,5.18,33.78%,135,127,SAT,165214,7,3005263,40.42,61.09,36.34,36.34,21.15,40.48,45.97,50.22,54.72,61.71,63.96,75.7,
3587993,"Dyson Daniels",7000,PG/SG,ATL,NYK,157044,1357745,,34,13.79,6.24,4.52,0.61,2.13,1.39,0.32,18.31,20.03,24.55,1.71,10.76,11.02,5.31,2.3,2.23,1.35,13.32,5.92,31.06,31.06,31.18,4.45,0.49%,135,127,SAT,195261,9,3587993,23.44,39.53,0.89,0.89,4.29,23.45,27.69,31.18,34.42,39.41,41.66,51.14,
4388493,"Keaton Wallace",3100,PG,ATL,NYK,157044,1063166,,1.5,0.61,0.21,0.16,0.1,0.07,0.05,0.01,0.77,0.82,0.98,0.06,0.37,0.24,0.11,0.29,0.13,0.11,0.53,0.21,1.21,1.21,1.25,0.4,0.22%,135,127,SAT,245561,10,4388493,0.41,2.5,0,0,0,0,0,1.25,1.88,4.06,4.38,8.75,
4878163,"Mouhamed Gueye",3200,PF/C,ATL,NYK,157044,1325101,,10,3.61,2.52,0.54,0.33,0.37,0.27,0.3,4.15,6.13,6.67,0.57,3.06,2.08,0.99,0.93,0.83,0.64,3.01,1.32,8.78,8.78,8.69,2.72,0.12%,135,127,SAT,90129,11,4878163,4.83,13.34,0,0,0.01,4.86,6.9,8.69,10.48,13.29,14.57,20.45,
6412725,"Zaccharie Risacher",4000,SF,ATL,NYK,157044,1432544,,21.5,8.75,3.22,1.37,1.22,0.74,0.76,0.44,10.12,11.97,13.34,1.2,4.59,4.37,2.01,3.56,1.52,1.07,7.93,3.23,17.53,17.53,17.47,4.37,0.16%,135,127,SAT,368366,13,6412725,11.67,24.06,0.47,0.47,3.75,11.65,14.94,17.47,20.26,24.31,25.83,33.42,
8985462,"Asa Newell",3400,PF/C,ATL,NYK,157044,1524332,,10,3.98,2.01,0.52,0.45,0.39,0.27,0.17,4.5,5.99,6.51,0.44,2.53,2.14,0.97,1.3,0.88,0.69,3.44,1.42,8.1,8.1,8.18,2.41,0.37%,135,127,SAT,457543,15,8985462,4.39,12.85,0,0,0,4.35,6.39,8.18,9.97,13.04,14.06,19.68,
409154,"Michael Porter Jr.",8500,SF,BKN,MIN,157041,1061724,,33,23.48,7.72,2.61,3.7,2.08,0.92,0.26,26.09,31.2,33.81,1.18,10.33,9.78,4.84,9.45,3.36,2.69,19.23,8.54,38.12,38.12,40.54,4.77,0.35%,126,146,SAT,75295,18,409154,31.16,51.02,1.26,1.26,11.42,30.85,36.21,40.54,44.62,50.78,53.29,65.27,
1115132,"Nic Claxton",6300,C,BKN,MIN,157041,1061682,,29.5,13.49,7.75,3.92,0.04,1.74,0.49,1.05,17.41,21.24,25.16,1.54,11.67,9.46,5.55,0.24,3.76,2.26,9.7,5.59,31.55,31.55,31.55,5.01,3.39%,126,146,SAT,71024,20,1115132,24.19,39.51,3.17,3.17,9.7,24.23,28.27,31.55,34.83,39.63,41.9,51.99,
1115590,"Terance Mann",4000,SG,BKN,MIN,157041,879504,,24,6.66,3.15,3.13,0.83,0.71,0.72,0.17,9.79,9.81,12.94,0.89,6.28,3.41,1.62,2.31,1.17,0.95,5.72,2.45,17.1,17.1,17.13,4.28,0.22%,126,146,SAT,74628,21,1115590,11.62,23.48,0.14,0.14,2.76,11.51,14.57,17.13,19.43,23.52,25.31,32.98,
