PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
31729,"Andrew Copp",3600,C,DET,UTA,8405970,744810,2,2,,0.1699,0.3313,1.4773,0.7946,0,0,0,0,0.025,0.0644,0.5012,0.0894,6.77,1.88,6.35,9.12,1,0.19,14.9,0,,31729,0.555,4.94,17.8,172,2075,30594,0
31730,"Alexander Wennberg",3800,C,SJS,COL,8406080,741444,3,1,,0.1542,0.3529,1.0784,1.2696,0,0,0,0,0.0418,0.0894,0.5071,0.1312,6.94,1.83,5.91,8.54,2,0.82,14.5,0,,31730,0.503,5,19.2,184,1950,30199,0
18501,"Shea Theodore",4800,D,VGK,VAN,8406070,741466,1,2,,0.1268,0.4835,1.8265,1.5107,0,0,0,0,0.0176,0.0743,0.6103,0.0919,9.07,1.89,6.73,9.77,3,2.1,17.68,0,,18501,0.411,6.28,22.7,185,180961,30663,1
16760,"Hampus Lindholm",3600,D,BOS,FLA,8405960,659813,3,2,,0.0811,0.334,1.4809,1.7358,0,0,0,0,0.0239,0.0987,0.4151,0.1226,7.74,2.15,6.08,8.7,4,1.44,15.52,0,,16760,0.666,5.43,21.3,160,2153,31037,0
17172,"Mark Stone",7700,W,VGK,VAN,8406070,556369,2,1,,0.4918,0.8488,2.2701,0.6796,0,0,0,0,0.1479,0.2961,1.3406,0.444,13.66,1.77,10.52,15.37,5,2.76,27.13,0,,17172,0.673,9.85,19.9,185,180961,31019,1
31746,"Radek Faksa",2500,C,DAL,STL,8405990,659857,4,,,0.0749,0.1192,0.698,0.537,0,0,0,0,0,0,0.1941,0,3.2,1.28,4.44,6.3,6,0,8.88,0,,31746,1.188,2.76,11.3,181,1954,30523,1
6209652,"Jonathan Lekkerimaki",2600,W,VAN,VGK,8406070,1394915,2,1,,0.1679,0.231,1.3531,0.3687,0,0,0,0,0.0492,0.086,0.3989,0.1352,5.31,2.04,5.84,8.32,7,0,12.79,0,,6209652,0.834,4.14,12.9,179,2129,204708,0
36584,"Clayton Keller",6500,W,UTA,DET,8405970,920216,1,1,,0.3884,0.6094,2.5497,0.3702,0,0,0,0,0.1118,0.2189,0.9978,0.3307,11.39,1.75,8.76,12.64,8,2.31,22.6,0,,36584,0.29,8,17.9,183,2005,32089,1
37698,"Alex DeBrincat",7100,W,DET,UTA,8405970,920337,2,1,,0.4236,0.4731,3.1417,0.5098,0,0,0,0,0.1176,0.1652,0.8967,0.2828,12.43,1.75,9.14,13,9,2.96,24.13,0,,37698,0.662,8.56,18.6,172,2075,37837,0
2075138,"Nico Sturm",2500,C,MIN,NSH,8406010,1163937,4,,,0.1057,0.1221,0.8336,0.4743,0,0,0,0,0,0,0.2278,0,3.58,1.43,4.94,6.99,10,0,9.9,0,,2075138,1.032,2.95,10.8,178,1938,87741,0
35829,"Logan Stanley",2600,D,WPG,MTL,8406000,920227,3,2,,0.0579,0.2903,1.1228,1.2372,0,0,0,0,0.0177,0.0877,0.3482,0.1054,5.8,2.23,5.26,7.55,11,0.35,12.53,0,,35829,1.617,4.73,17.3,169,53599,82920,1
1283987,"Michael Eyssimont",2500,W,BOS,FLA,8405960,920469,4,,,0.1225,0.1318,1.5134,0.3543,0,0,0,0,0,0,0.2543,0,4.65,1.86,5.12,7.14,12,0,11.2,0,,1283987,1.19,3.72,10.7,160,2153,83273,0
4200188,"Nick Blankenburg",2900,D,NSH,MIN,8406010,1382727,3,2,,0.0919,0.3025,1.4218,1.0686,0,0,0,0,0.0255,0.0833,0.3944,0.1088,6.32,2.18,5.96,8.57,13,0.15,13.95,0,,4200188,1.056,4.83,17.5,173,1959,184512,1
18484,"Adam Lowry",2600,C,WPG,MTL,8406000,607959,2,,,0.1566,0.2168,1.2116,0.6219,0,0,0,0,0,0,0.3734,0,5.33,2.05,5.41,7.7,14,0,12.25,0,,18484,1.893,4.59,14.6,169,53599,30843,1
17079,"Brian Dumoulin",2500,D,LAK,SEA,8406020,654336,1,,,0.045,0.2416,1.0979,1.2972,0,0,0,0,0,0,0.2866,0,5.51,2.2,5.06,7.2,15,0.27,11.99,0,,17079,1.047,4.16,20.2,182,2054,30426,1
34585,"Mike Matheson",3700,D,MTL,WPG,8406000,659869,2,,,0.1085,0.2956,1.6484,1.8949,0,0,0,0,0,0,0.4041,0,8.4,2.27,5.96,8.4,16,2.23,16.03,0,,34585,0.893,5.82,24.3,162,2017,30000,0
31745,"Vincent Hinostroza",2500,W,MIN,NSH,8406010,681550,4,,,0.0988,0.1704,0.931,0.3954,0,0,0,0,0,0,0.2692,0,3.78,1.51,5.11,7.28,17,0,10.32,0,,31745,0.695,2.95,10,178,1938,30786,0
35776,"Danton Heinen",2500,W,CBJ,CHI,8406060,831469,4,,,0.1075,0.1683,0.8949,0.3329,0,0,0,0,0,0,0.2758,0,3.69,1.48,5.11,7.28,18,0,10.23,0,,35776,0.885,2.99,9.9,171,2023,31458,1
34514,"Phillip Danault",2800,C,MTL,WPG,8406000,600128,4,,,0.1295,0.1969,1.0879,0.5706,0,0,0,0,0,0,0.3264,0,4.71,1.68,5.18,7.34,19,0,11.34,0,,34514,0.8,3.62,13.9,162,2017,31116,0
555386,"Trent Frederic",2500,W,EDM,CGY,8406050,920239,4,,,0.0981,0.1188,0.9157,0.4168,0,0,0,0,0,0,0.2169,0,3.53,1.41,4.97,7.02,20,0,9.89,0,,555386,1.87,3.33,9.7,177,1953,82490,0
14298,"Sergei Bobrovsky",8000,G,FLA,BOS,8405960,545448,,,C,0,0,0,0,0.5781,21.9385,2.9664,0.0599,0,0,0,0,9.61,1.2,8.14,10.44,21,1.18,20.03,0,,14298,0,7.73,,166,2047,30440,1
