PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
2439093,"Payton Pritchard",,,BOS,LAC,157418,945610,,34,16.2,4.07,5.07,3.19,1.23,0.91,0.06,21.27,20.27,25.34,0.97,9.14,5.67,2.61,8.51,1.66,1.41,14.18,5.8,30.37,30.37,31.86,23.36,41.37,0,0,0,23.19,28.04,31.86,35.43,41.55,44.09,54.29,0.00%,125,151,SAT,73477,23,2439093,
3005208,"Luka Garza",,,BOS,LAC,157418,1061057,,20,7.75,4.41,1.63,0.71,0.62,0.34,0.58,9.38,12.16,13.79,0.92,6.04,3.35,1.96,1.88,2.26,1.69,5.23,2.67,17.63,17.63,17.6,11.87,23.83,0,0,0,11.95,15.05,17.6,19.9,23.72,25.25,32.91,0.00%,125,151,SAT,72919,25,3005208,
3005606,"Neemias Queta",,,BOS,LAC,157418,1142902,,25,10.46,6.35,1.32,0,0.75,1.15,1.5,11.78,16.81,18.13,2.65,7.67,6.5,4.43,0,2.41,1.59,6.5,4.43,27.26,27.26,25.36,18.84,32.64,0,0,0,18.51,22.57,25.36,27.9,32.71,34.49,42.6,0.00%,125,151,SAT,86307,26,3005606,
3022247,"Sam Hauser",,,BOS,LAC,157418,922378,,20,6.09,3.1,0.92,1.75,0.46,0.42,0.3,7.01,9.19,10.11,0.72,4.02,0.82,0.36,4.35,0.14,0.13,5.17,2.11,12.89,12.89,13.43,7.89,19.98,0,0,0,7.9,10.8,13.43,16.06,20.28,21.88,29.76,0.00%,125,151,SAT,72761,27,3022247,
3588057,"Josh Minott",,,BOS,LAC,157418,1324299,,0.5,0.1,0.06,0.02,0.02,0.01,0.03,0.01,0.12,0.16,0.18,0.04,0.08,0.04,0.02,0.05,0.02,0.02,0.09,0.04,0.31,0.31,0.29,0.05,0.58,0,0,0,0.12,0.21,0.29,0.37,0.5,0.53,0.55,0.00%,125,151,SAT,179736,28,3588057,
4878181,"Jordan Walsh",,,BOS,LAC,157418,1401388,,16,3.88,3.39,0.47,0.63,0.69,0.72,0.41,4.35,7.27,7.74,1.13,3.86,1.38,0.73,1.71,0.7,0.53,3.09,1.36,11.35,11.35,11.05,6.42,16.68,0,0,0,6.31,8.95,11.05,12.98,16.58,18.15,24.47,0.00%,125,151,SAT,245001,29,4878181,
6412744,"Baylor Scheierman",,,BOS,LAC,157418,1177129,,11,2.52,1.11,0.61,0.41,0.32,0.33,0.1,3.13,3.63,4.24,0.43,1.72,1.06,0.46,1.19,0.45,0.37,2.25,0.87,5.74,5.74,5.73,2.48,9.8,0,0,0,2.18,4.09,5.73,7.37,10.1,11.19,16.64,0.00%,125,151,SAT,90655,30,6412744,
8998149,"Hugo Gonzalez",,,BOS,LAC,157418,1590553,,18,5.12,3.95,0.88,0.66,0.79,0.63,0.16,6,9.07,9.95,0.79,4.83,2.54,1.1,1.9,1.12,0.93,4.44,1.76,12.76,12.76,12.89,8.05,18.73,0,0,0,8.06,10.74,12.89,15.31,19.07,20.68,27.13,0.00%,125,151,SAT,622359,31,8998149,
408896,"Collin Sexton",,,CHA,CHI,157415,1061642,,21,14.31,1.67,4.02,1.28,1.63,0.69,0.39,18.33,15.98,20,1.08,5.69,7.17,3.48,3.19,4.05,3.51,10.36,4.76,23.95,23.95,24.42,17.28,31.95,13,13,15.07,17.19,20.93,24.42,27.16,31.65,33.89,43.11,12.91%,136,130,SAT,75326,41,408896,
409262,"Miles Bridges",,,CHA,CHI,157415,957479,,33,16.58,6.67,4.12,2.22,1.05,0.45,0.66,20.7,23.25,27.37,1.11,10.79,7.97,3.51,6.77,3.4,2.88,14.74,5.73,33.04,33.04,34.09,25.78,43.27,4.25,4.25,7.79,25.82,30.33,34.09,37.6,43.36,45.87,56.4,3.74%,136,130,SAT,75304,42,409262,
2439295,"LaMelo Ball",,,CHA,CHI,157415,1257420,,27,19.51,3.75,6.81,3.07,2.96,1.45,0.2,26.32,23.26,30.07,1.65,10.56,7.98,3.31,8.86,4.3,3.69,16.84,6.38,36.22,36.22,37.98,28.7,48.46,10.44,10.44,10.25,28.67,33.7,37.98,42,48.54,50.81,62.88,14.06%,136,130,SAT,161285,45,2439295,
2439366,"Josh Green",,,CHA,CHI,157415,1193670,,12.5,3.14,1.26,0.83,0.58,0.29,0.48,0.01,3.97,4.4,5.23,0.49,2.09,1.19,0.55,1.46,0.44,0.29,2.65,1.13,7.08,7.08,7.09,3.28,11.86,0,0,0,3.15,5.25,7.09,8.67,11.82,13.13,19.17,0.04%,136,130,SAT,92617,46,2439366,
3588157,"Moussa Diabate",,,CHA,CHI,157415,1324359,Q,31,10.18,10.45,2.24,0.01,1.13,1.42,1.07,12.42,20.63,22.87,2.49,12.69,6.47,3.83,0.15,3.94,2.5,6.62,3.84,32.42,32.42,31.49,24.27,39.78,11.01,11.01,32.54,24.18,28.22,31.49,34.76,39.8,41.82,50.13,13.54%,136,130,SAT,179227,48,3588157,
4878218,"Brandon Miller",,,CHA,CHI,157415,1401381,,34,22.31,4.51,3.03,3.64,2.41,0.9,0.76,25.34,26.82,29.85,1.66,7.54,9.98,4.16,10.27,3.69,3.1,20.25,7.8,34.84,34.84,36.45,27.28,46.4,31.35,31.35,19.99,27.15,32.43,36.45,40.22,46.51,48.77,59.07,29.14%,136,130,SAT,244988,49,4878218,
6412779,"Tidjane Salaun",,,CHA,CHI,157415,1504463,,18,5.5,4.59,1.03,0.94,0.6,0.58,0.28,6.53,10.09,11.12,0.86,5.62,1.97,0.84,2.71,1.41,1.01,4.68,1.78,14.53,14.53,14.68,9.63,20.65,0.54,0.54,1,9.62,12.4,14.68,16.96,20.5,22.27,29.61,4.86%,136,130,SAT,448015,51,6412779,
6447979,"PJ Hall",,,CHA,CHI,157415,1232490,,10.5,3.27,2.38,0.74,0.3,0.36,0.32,0.26,4.01,5.65,6.39,0.58,3.12,1.88,0.89,0.84,0.76,0.58,2.72,1.19,8.62,8.62,8.49,4.75,13.24,0,0,0,4.78,6.9,8.49,10.35,13.53,14.59,19.9,0.20%,136,130,SAT,148846,53,6447979,
8985519,"Kon Knueppel",,,CHA,CHI,157415,1519132,,32,16.72,5.05,2.96,3.28,1.53,0.81,0.51,19.68,21.77,24.73,1.32,8.01,4.47,2.03,9.5,3.58,2.81,13.97,5.31,29.65,29.65,31.03,22.96,40.37,5.18,5.18,9.38,22.89,27.47,31.03,34.59,40.44,42.98,53.16,7.16%,136,130,SAT,458104,54,8985519,
8998194,"Sion James",,,CHA,CHI,157415,1232338,,21,5.49,2.58,1.22,1.01,0.53,0.59,0.36,6.71,8.07,9.29,0.95,3.8,1.95,0.85,2.93,1.03,0.76,4.88,1.86,12.74,12.74,12.69,7.67,18.69,0.6,0.6,0.15,7.51,10.36,12.69,15.02,18.65,20.46,28.23,0.43%,136,130,SAT,148709,57,8998194,
13296,"Nikola Vucevic",,,CHI,CHA,157415,457598,,32,18.62,9.31,4.22,1.79,1.44,0.96,0.7,22.84,27.93,32.15,1.66,13.53,11.29,5.78,4.87,2.13,1.71,16.16,7.57,39.66,39.66,40.75,31.68,50.43,34.15,34.15,26.98,31.44,36.98,40.75,44.77,50.56,53.08,64.4,26.45%,130,136,SAT,12334,59,13296,
408969,"Kevin Huerter",,,CHI,CHA,157415,944785,,28,14.13,3.95,2.86,2.32,1.43,1.07,0.32,16.99,18.08,20.94,1.39,6.81,6.8,3.06,6.82,1.45,1.06,13.62,5.38,25.9,25.9,26.59,18.94,35.22,22.14,22.14,18.13,18.95,23.3,26.59,29.97,35.45,37.48,46.6,19.27%,130,136,SAT,70259,61,408969,
409100,"Jevon Carter",,,CHI,CHA,157415,843794,,8,3.51,0.84,0.93,0.83,0.29,0.36,0.01,4.44,4.35,5.28,0.37,1.77,1.1,0.42,2.33,0.19,0.16,3.43,1.25,6.73,6.73,6.97,3.12,12.15,0,0,0.01,2.95,5.09,6.97,8.85,12.06,13.4,19.57,0.24%,130,136,SAT,69672,62,409100,
2439190,"Patrick Williams",,,CHI,CHA,157415,1174904,,21,8.81,3.82,1.7,1.51,1.16,0.78,0.48,10.51,12.63,14.33,1.26,5.52,4.02,1.64,3.9,1.43,1.01,7.92,3.15,18.56,18.56,18.83,12.53,25.72,9.14,9.14,7.13,12.47,16.03,18.83,21.63,25.95,27.48,35.37,10.64%,130,136,SAT,91367,64,2439190,
2439210,"Isaac Okoro",,,CHI,CHA,157415,1193432,,27.5,10.97,3.07,2.12,1.62,0.71,1.09,0.36,13.09,14.04,16.16,1.45,5.19,4.42,2.21,4.28,2.39,1.7,8.7,3.83,21.47,21.47,21.34,14.71,28.64,9.74,9.74,10.69,14.56,18.33,21.34,24.1,28.62,30.63,38.91,12.80%,130,136,SAT,92179,65,2439210,
2439441,"Tre Jones",,,CHI,CHA,157415,1132030,,28.5,14.12,2.78,7.16,0.92,1.63,0.85,0.2,21.28,16.9,24.06,1.05,9.94,7.74,4.16,2.81,3.6,3.02,10.55,5.08,29.72,29.72,30.29,22.82,39.22,29.03,29.03,24.31,22.47,26.76,30.29,33.57,39.12,41.4,50.23,24.96%,130,136,SAT,161288,66,2439441,
2439601,"Jalen Smith",,,CHI,CHA,157415,1133792,,25,13.37,8.57,2.69,1.91,1.77,0.43,0.79,16.06,21.94,24.63,1.22,11.26,5.68,2.76,5.46,2.79,2.12,11.14,4.67,29.58,29.58,31.03,22.92,39.94,44.56,44.56,34.17,22.77,27.28,31.03,34.28,40.29,42.29,51.3,36.81%,130,136,SAT,70255,67,2439601,
3005172,"Ayo Dosunmu",,,CHI,CHA,157415,1133782,,26.5,15.19,2.63,4.71,2.01,1.83,0.6,0.24,19.9,17.82,22.53,0.84,7.34,7.48,3.57,5.08,2.43,2.01,12.56,5.58,26.1,26.1,27.34,19.54,35.51,11.21,11.21,12.57,19.49,24.05,27.34,30.63,35.69,37.97,48.86,12.43%,130,136,SAT,72047,68,3005172,
3587732,"Dalen Terry",,,CHI,CHA,157415,1239611,,12.5,3.07,1.7,1.32,0.34,0.57,0.5,0.13,4.39,4.77,6.09,0.63,3.02,1.75,0.77,1.25,0.85,0.52,3,1.11,8.41,8.41,8.32,4.32,12.95,0,0,0.01,4.16,6.5,8.32,9.97,13,14.3,19.5,0.50%,130,136,SAT,149208,70,3587732,
4878238,"Julian Phillips",,,CHI,CHA,157415,1405696,,3,0.86,0.43,0.12,0.13,0.04,0.08,0.04,0.98,1.29,1.41,0.12,0.55,0.35,0.16,0.4,0.2,0.16,0.75,0.29,1.88,1.88,1.86,0.29,3.79,0,0,0,0,1.12,1.86,3.35,5.95,7.07,12.28,0.04%,130,136,SAT,244990,71,4878238,
6412799,"Matas Buzelis",,,CHI,CHA,157415,1501940,,28,16.81,5.23,1.75,1.73,1.7,0.61,1.09,18.56,22.04,23.79,1.7,6.98,9.11,4.4,4.93,3.55,2.83,14.04,6.13,29.11,29.11,29.44,21.82,38.02,23.49,23.49,22.72,21.71,25.95,29.44,32.68,37.92,39.92,50.15,26.05%,130,136,SAT,368367,72,6412799,
13315,"Klay Thompson",,,DAL,HOU,157416,457611,,18.5,7.7,1.65,0.98,1.69,0.47,0.44,0.27,8.68,9.35,10.33,0.71,2.63,2.51,1.03,4.47,0.66,0.56,6.98,2.72,12.81,12.81,13.26,7.69,19.87,1.73,1.73,0.78,7.8,10.57,13.26,15.6,19.76,21.58,28.6,2.24%,140,141,SAT,12329,79,13315,
13895,"Anthony Davis",,,DAL,HOU,157416,603096,,34,23.76,10.7,2.69,0.84,2.02,1.49,1.35,26.45,34.46,37.15,2.84,13.39,14.25,7.66,2.9,7.69,5.9,17.15,8.5,47.14,47.14,47.02,37.45,57.01,1.77,1.77,14.2,37.36,42.95,47.02,50.83,57.19,59.47,70.15,4.70%,140,141,SAT,12369,81,13895,
1115204,"Daniel Gafford",,,DAL,HOU,157416,1061647,,15,5.77,4.05,0.57,0,0.7,0.75,0.75,6.34,9.82,10.39,1.5,4.62,3.32,2.25,0,1.75,1.27,3.32,2.25,15.29,15.29,14.34,9.37,19.82,0.54,0.54,0.34,9.22,12.04,14.34,16.39,19.72,21.25,27.15,1.02%,140,141,SAT,71699,85,1115204,
1115314,"PJ Washington",,,DAL,HOU,157416,1067857,,32,13.11,6.43,1.55,1.34,1.83,1.22,1.07,14.66,19.54,21.09,2.29,7.98,7.43,3.43,4.01,3.17,2.24,11.44,4.77,28.19,28.19,27.88,20.32,35.92,2.21,2.21,6.81,20.21,24.55,27.88,31.21,36.06,38.37,48.34,3.32%,140,141,SAT,69997,86,1115314,
1203483,"Caleb Martin",,,DAL,HOU,157416,842969,,5,0.97,0.64,0.4,0.1,0.11,0.17,0.07,1.37,1.61,2.01,0.24,1.04,0.55,0.24,0.33,0.23,0.17,0.88,0.34,2.95,2.95,2.85,0.45,5.81,0,0,0,0,1.71,2.85,3.99,5.99,6.84,10.83,0.20%,140,141,SAT,73187,87,1203483,
2484012,"Naji Marshall",,,DAL,HOU,157416,1060704,,26,10.29,3.95,2.65,0.85,1,0.76,0.18,12.94,14.24,16.89,0.94,6.6,5.46,2.91,2.71,2.38,1.92,8.17,3.76,20.83,20.83,21.01,14.77,28.34,2.26,2.26,2.34,14.78,18.42,21.01,23.86,28.53,30.09,38.91,2.58%,140,141,SAT,70165,88,2484012,
3267960,"Brandon Williams",,,DAL,HOU,157416,1134688,,25,11.8,2.29,4.17,0.74,1.84,1.03,0.3,15.97,14.09,18.26,1.33,6.46,6.73,3.07,2.93,4.23,3.44,9.66,3.81,22.95,22.95,23.04,16.46,30.32,13.64,13.64,11.11,16.38,19.97,23.04,25.86,30.46,32,39.94,15.14%,140,141,SAT,87233,89,3267960,
3587932,"Jaden Hardy",,,DAL,HOU,157416,1357748,,1,0.47,0.12,0.06,0.08,0.04,0.02,0.01,0.53,0.59,0.65,0.03,0.18,0.21,0.09,0.21,0.08,0.06,0.42,0.17,0.75,0.75,0.79,0.12,1.5,0,0,0,0.34,0.56,0.79,1.02,1.35,1.44,1.5,0.35%,140,141,SAT,194859,90,3587932,
3588176,"Max Christie",,,DAL,HOU,157416,1340703,,28,8.72,2.65,1.83,1.51,0.72,0.51,0.31,10.55,11.37,13.2,0.82,4.48,3.02,1.37,3.67,1.73,1.46,6.69,2.88,16.39,16.39,16.81,10.76,23.66,1.59,1.59,1.39,10.6,14.22,16.81,19.4,23.79,25.6,33.88,0.84%,140,141,SAT,179747,91,3588176,
8985575,"Cooper Flagg",,,DAL,HOU,157416,1519128,,35,19.99,5.58,4.41,1.25,2.43,0.95,0.44,24.4,25.57,29.98,1.39,9.99,13.94,6.32,3.62,4.58,3.6,17.56,7.57,35.04,35.04,35.84,27.28,44.66,1.67,1.67,8.98,26.94,32.03,35.84,39.14,44.74,47.02,56.94,4.22%,140,141,SAT,458047,93,8985575,
9147605,"Ryan Nembhard",,,DAL,HOU,157416,1323621,,20.5,6.68,1.49,4.63,0.72,0.97,0.76,0.02,11.31,8.17,12.8,0.78,6.12,3.95,1.69,2.07,1.44,1.14,6.02,2.41,16.78,16.78,16.93,11.32,23.24,0.81,0.81,1.14,11.29,14.36,16.93,19.5,23.34,25.14,33.86,1.20%,140,141,SAT,179441,95,9147605,
1079,"Stephen Curry",,,GSW,UTA,157417,338365,Q,32,28.8,4.89,4.82,5.32,3.27,0.89,0.58,33.62,33.69,38.51,1.47,9.71,8.51,3.88,13.41,5.48,5.06,21.92,9.2,43.04,43.04,46.2,35.33,57.47,0,0,0,35.21,41.7,46.2,50.7,57.69,60.43,73.42,0.00%,150,149,SAT,12231,99,1079,
13327,"Jimmy Butler",,,GSW,UTA,157417,458730,Q,31,21.72,6.09,4.94,0.84,1.44,0.91,0.32,26.66,27.81,32.75,1.23,11.03,10.2,5.14,2.24,10.53,8.93,12.44,5.98,38.69,38.69,39.11,30.82,47.99,0,0,0,30.39,35.37,39.11,42.6,48.08,50.07,60.28,0.00%,150,149,SAT,12346,100,13327,
13976,"Draymond Green",,,GSW,UTA,157417,468895,,27.5,10.62,7.09,4.53,1.49,1.85,1.03,0.92,15.15,17.71,22.24,1.95,11.62,5.04,2.28,4.48,2.33,1.58,9.52,3.77,29.92,29.92,30.2,22.38,38.73,0,0,0,22.1,26.52,30.2,33.39,38.55,41,50.82,0.00%,150,149,SAT,12401,101,13976,
35206,"Buddy Hield",,,GSW,UTA,157417,697086,,3,1.28,0.56,0.27,0.29,0.22,0.07,0.01,1.55,1.84,2.11,0.08,0.83,0.38,0.16,0.81,0.1,0.09,1.19,0.45,2.38,2.38,2.58,0.95,5.26,0,0,0,0,1.61,2.58,4.19,6.45,7.74,12.9,0.00%,150,149,SAT,27988,102,35206,
3005536,"Moses Moody",,,GSW,UTA,157417,1231366,,26,12,3.13,1.58,2.12,0.82,0.73,0.92,13.58,15.13,16.71,1.65,4.71,4.37,1.83,5.79,2.45,1.98,10.16,3.95,22.26,22.26,22.23,15.53,30.18,0,0,0,15.41,19.45,22.23,25.26,30.31,32.33,42.19,0.00%,150,149,SAT,149270,103,3005536,
3588138,"Gui Santos",,,GSW,UTA,157417,1391940,,10,3.09,2.33,0.68,0.5,0.62,0.55,0.03,3.77,5.42,6.1,0.58,3.01,1.06,0.52,1.45,0.77,0.56,2.51,1.02,8.03,8.03,8.12,4.32,12.65,0,0,0,4.31,6.34,8.12,9.9,12.69,13.96,19.03,0.00%,150,149,SAT,195274,105,3588138,
4878333,"Trayce Jackson-Davis",,,GSW,UTA,157417,1187569,,15,5.54,5.75,1.89,0,0.55,0.47,0.85,7.43,11.29,13.18,1.32,7.64,3.6,2.31,0,1.56,0.91,3.6,2.31,18.69,18.69,17.94,12.52,23.65,0,0,0,12.36,15.52,17.94,20.12,23.76,24.97,31.27,0.00%,150,149,SAT,91712,106,4878333,
4878334,"Brandin Podziemski",,,GSW,UTA,157417,1324108,,25,11.39,4.11,4.12,1.75,1.47,0.88,0.11,15.51,15.5,19.62,0.99,8.23,5.31,2.45,4.57,1.69,1.22,9.88,4.2,24,24,24.85,17.95,32.96,0,0,0,17.82,21.84,24.85,28.11,32.63,34.89,44.43,0.00%,150,149,SAT,179628,107,4878334,
6412896,"Quinten Post",,,GSW,UTA,157417,1193672,,21,10.42,5.46,2.3,1.72,1.27,0.43,0.64,12.72,15.88,18.18,1.07,7.76,2.73,1.54,5.55,3.32,2.18,8.28,3.26,22.36,22.36,23.11,16.44,30.7,0,0,0,16.4,20.38,23.11,26.09,31.06,32.8,41.25,0.00%,150,149,SAT,92403,108,6412896,
8998311,"Will Richard",,,GSW,UTA,157417,1323578,,16.5,6.73,2.17,0.93,1.01,0.54,0.92,0.21,7.66,8.9,9.83,1.13,3.1,3.05,1.33,2.93,1.25,1.05,5.98,2.34,13.58,13.58,13.33,8.12,19.25,0,0,0,8.05,11.07,13.33,15.59,19.37,21.13,28.17,0.00%,150,149,SAT,180292,111,8998311,
36041,"Gary Payton II",,,GSW,UTA,157417,846407,,10,4.07,2.19,0.97,0.37,0.58,0.52,0.2,5.04,6.26,7.23,0.72,3.16,2.4,1.35,1.14,0.38,0.24,3.54,1.72,9.73,9.73,9.6,5.48,14.41,0,0,0,5.31,7.83,9.6,11.37,14.4,15.66,21.48,0.00%,150,149,SAT,31188,114,36041,
409081,"De'Anthony Melton",,,GSW,UTA,157417,946801,,19,8.14,1.82,2.96,1.35,0.96,1.02,0.42,11.1,9.96,12.92,1.44,4.78,3.51,1.25,5.04,1.95,1.59,8.55,2.6,18.12,18.12,17.93,11.88,24.74,0,0,0,11.87,15.15,17.93,20.71,24.75,26.52,35.1,0.00%,150,149,SAT,75321,115,409081,
3888921,"Pat Spencer",,,GSW,UTA,157417,1176145,,4,2.04,0.49,0.82,0.27,0.29,0.12,0.03,2.86,2.53,3.35,0.15,1.31,1.02,0.44,0.78,0.43,0.35,1.8,0.71,4.02,4.02,4.17,1.45,8.16,0,0,0,1.39,2.78,4.17,5.56,8.06,9.17,14.18,0.00%,150,149,SAT,90408,117,3888921,
1314,"Jeff Green",,,HOU,DAL,157416,266367,,1,0.41,0.18,0.01,0.06,0.02,0,0.01,0.42,0.59,0.6,0.01,0.19,0.15,0.07,0.16,0.11,0.09,0.31,0.13,0.65,0.65,0.69,0.13,1.37,0,0,0,0.3,0.49,0.69,0.89,1.18,1.26,1.31,0.18%,141,140,SAT,12160,120,1314,
1348,"Kevin Durant",,,HOU,DAL,157416,329525,,34.5,24.85,4.88,4.33,2.28,2.34,0.54,0.73,29.18,29.73,34.06,1.27,9.21,11.91,6.41,5.43,6.01,5.18,17.34,8.69,38.67,38.67,39.99,31.14,49.83,2.11,2.11,7.41,31.08,36.17,39.99,44.07,50.18,52.73,64.44,3.57%,141,140,SAT,12157,121,1348,
16848,"Steven Adams",,,HOU,DAL,157416,679478,Q,20,6.33,6.81,1.57,0,0.91,0.5,0.45,7.9,13.14,14.71,0.95,8.38,4.32,2.13,0,3.65,2.06,4.32,2.13,18.8,18.8,18.66,13.11,24.64,0.52,0.52,1.3,12.88,16.03,18.66,20.76,24.7,26.05,33.38,0.98%,141,140,SAT,12478,122,16848,
18610,"Clint Capela",,,HOU,DAL,157416,830647,,5.5,2.21,1.87,0.27,0,0.2,0.29,0.13,2.48,4.08,4.35,0.42,2.14,1.72,0.94,0,0.57,0.33,1.72,0.94,5.92,5.92,5.69,2.54,9.36,0,0,0,2.44,4.34,5.69,7.04,9.21,10.3,14.63,0.13%,141,140,SAT,12572,123,18610,
36032,"Dorian Finney-Smith",,,HOU,DAL,157416,606701,,16,3.66,1.9,1.09,0.84,0.39,0.36,0.31,4.75,5.56,6.65,0.67,2.99,1.03,0.44,2.28,0.36,0.26,3.31,1.28,9.2,9.2,9.24,4.94,14.72,0,0,0.09,5.02,7.13,9.24,11.35,14.78,16.1,22.44,0.76%,141,140,SAT,28067,125,36032,
408932,"Aaron Holiday",,,HOU,DAL,157416,884087,,2,0.8,0.22,0.09,0.16,0.11,0.03,0.01,0.89,1.02,1.11,0.04,0.31,0.26,0.11,0.39,0.12,0.1,0.65,0.27,1.21,1.21,1.32,0.22,2.64,0,0,0,0,0,1.32,2.64,6.16,6.16,12.32,0.35%,141,140,SAT,75332,126,408932,
