PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
408896,"Collin Sexton",4900,PG/SG,CHA,ORL,158324,1061642,-,19,11.61,1.59,3.1,1.03,1.65,0.76,0.21,14.71,13.2,16.3,0.97,4.69,5.85,2.85,2.6,3.24,2.79,8.45,3.88,19.43,19.43,19.88,4.06,1.20%,136,138,THURS,75326,4,408896,13.66,27.12,1.18,1.18,2.56,13.43,17.04,19.88,22.72,27.11,29.17,37.44,
409262,"Miles Bridges",6800,PF,CHA,ORL,158324,957479,-,33,16.1,6.46,3.31,2.14,1.15,0.56,0.51,19.41,22.56,25.87,1.07,9.77,7.55,3.45,6.45,3.27,2.77,14,5.59,30.88,30.88,31.89,4.69,7.12%,136,138,THURS,75304,5,409262,23.7,40.95,4.76,4.76,8.02,23.59,28.26,31.89,35.52,41.22,43.56,52.89,
2439295,"LaMelo Ball",8000,PG,CHA,ORL,158324,1257420,Q,25,17.33,4.07,6.25,2.82,2.7,1.27,0.16,23.58,21.4,27.65,1.43,10.32,7.14,2.89,8.15,3.59,3.1,15.29,5.71,33.18,33.18,34.85,4.36,1.53%,136,138,THURS,161285,8,2439295,25.98,44.84,1.82,1.82,5.41,25.88,30.75,34.85,38.95,44.84,47.41,58.94,
2439366,"Josh Green",3200,SG/SF,CHA,ORL,158324,1193670,,13.5,3.32,1.87,0.7,0.63,0.56,0.35,0.13,4.02,5.19,5.89,0.48,2.57,1.26,0.55,1.62,0.48,0.33,2.88,1.18,7.49,7.49,7.7,2.41,0.04%,136,138,THURS,92617,9,2439366,3.67,12.75,0,0,0.01,3.68,5.84,7.7,9.29,12.48,13.81,19.65,
3588157,"Moussa Diabate",5200,C,CHA,ORL,158324,1324359,,27.5,7.86,9.05,1.9,0,0.92,0.69,1.17,9.76,16.91,18.81,1.86,10.95,4.91,2.96,0,3.09,1.93,4.91,2.96,26.23,26.23,25.45,4.89,9.73%,136,138,THURS,179227,11,3588157,19.04,32.8,5.85,5.85,9.42,18.83,22.65,25.45,28.25,32.83,34.87,43.27,
4878218,"Brandon Miller",7000,SF,CHA,ORL,158324,1401381,,33,20.64,4.43,2.95,3.37,2.66,0.82,0.99,23.59,25.07,28.02,1.81,7.38,8.79,3.8,9.33,3.46,2.92,18.12,7.17,33.15,33.15,34.59,4.94,14.47%,136,138,THURS,244988,12,4878218,25.87,44.39,13.57,13.57,13.05,25.88,30.75,34.59,38.69,44.58,47.4,58.42,
6412779,"Tidjane Salaun",3500,PF,CHA,ORL,158324,1504463,,15.5,4.48,4.09,0.91,0.76,0.66,0.23,0.23,5.39,8.57,9.48,0.46,5,1.67,0.7,2.26,1.16,0.82,3.93,1.46,11.47,11.47,11.93,3.41,0.14%,136,138,THURS,448015,14,6412779,7.25,17.62,0.4,0.4,0.33,7.16,9.81,11.93,14.05,17.76,19.09,25.19,
8985519,"Kon Knueppel",6600,SG,CHA,ORL,158324,1519132,,33,18.57,5.26,3.17,3.42,2.01,0.51,0.4,21.74,23.83,27,0.91,8.43,5.79,2.84,8,2.93,2.63,13.79,6.26,30.36,30.36,32.46,4.92,12.32%,136,138,THURS,458104,17,8985519,23.91,41.5,10.61,10.61,11.54,24.03,28.88,32.46,36.29,41.92,44.47,55.72,
8998193,"Ryan Kalkbrenner",4700,C,CHA,ORL,158324,1236052,,19.5,5.81,5.09,0.97,0,0.65,0.47,0.73,6.78,10.9,11.87,1.2,6.06,3.08,2.3,0,1.67,1.2,3.08,2.3,16.32,16.32,15.71,3.34,0.34%,136,138,THURS,149525,19,8998193,10.61,21.21,0.05,0.05,0.11,10.39,13.43,15.71,17.74,21.03,22.55,28.63,
8998194,"Sion James",3800,SG/SF,CHA,ORL,158324,1232338,,21,5.35,3.09,2.28,0.93,0.58,0.36,0.27,7.63,8.44,10.72,0.63,5.37,1.73,0.62,2.59,1.53,1.32,4.32,1.55,13.79,13.79,14.07,3.7,0.77%,136,138,THURS,148709,20,8998194,8.82,20.24,1.12,1.12,0.93,8.6,11.73,14.07,16.41,20.32,21.63,29.45,
