PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,OWNERSHIP
18423,"Denver Broncos",,DST,DEN,BUF,158061,,0,0,0,0,0,0,0,0,0,0,0,0,6.65,6.65,6.65,0,0,0,0,0,0,0,1.13,13.99,,,0,0.00%,SAT,332,8472,14,18423,
6227816,"Caleb Williams",,QB,CHI,LAR,158064,,33.16,19.9,228.94,1.64,0.38,3.82,14.76,0.15,0,0,0,0,18.04,18,18,243.7,1.79,243.7,1.79,14.76,0.15,0,11.17,26.72,,,0,0.00%,MAIN,1286445,171060,15,6227816,
982875,"Travis Homer",,RB,CHI,LAR,158064,,0,0,0,0,0,0.12,0.68,0,0.03,0.02,0.21,0,0.11,0.11,0.1,0.89,0,0.68,0,0.89,0,0,0,0.22,,,0,0.00%,MAIN,922484,52386,16,982875,
1844244,"D'Andre Swift",,RB,CHI,LAR,158064,,0,0,0,0,0,13.97,61.08,0.45,2.53,1.79,13.58,0.08,12.69,12.63,11.73,74.66,0.53,61.08,0.45,74.66,0.53,0,6.64,22.27,,,0,0.00%,MAIN,1069808,58120,17,1844244,
8228422,"Kyle Monangai",,RB,CHI,LAR,158064,,0,0,0,0,0,8.87,40.48,0.29,2.11,1.32,11.06,0.07,8.63,8.57,7.91,51.54,0.36,40.48,0.29,51.54,0.36,0,4.13,16.94,,,0,0.00%,MAIN,1250886,136192,18,8228422,
328733,"D.J. Moore",,WR,CHI,LAR,158064,,0,0,0,0,0,0.36,1.92,0.01,5.58,3.2,37.68,0.27,8.93,8.91,7.31,39.6,0.28,1.92,0.01,39.6,0.28,0,3.53,17.24,,,0,0.00%,MAIN,877790,75269,19,328733,
982543,"Olamide Zaccheaus",,WR,CHI,LAR,158064,,0,0,0,0,0,0.05,0.26,0,1.27,0.78,8.43,0.07,2.06,2.06,1.67,8.69,0.07,0.26,0,8.69,0.07,0,0,4.12,,,0,0.00%,MAIN,883976,53868,20,982543,
1844099,"Devin Duvernay",,WR,CHI,LAR,158064,,0,0,0,0,0,0,0,0,0.08,0.05,0.49,0,0.1,0.1,0.07,0.49,0,0,0,0.49,0,0,0,0.2,,,0,0.00%,MAIN,920756,51057,21,1844099,
6227815,"Rome Odunze",,WR,CHI,LAR,158064,,0,0,0,0,0,0,0,0,6.03,3.26,42.63,0.32,9.55,9.53,7.9,42.63,0.32,0,0,42.63,0.32,0,3.74,18.85,,,0,0.00%,MAIN,1213727,136241,22,6227815,
8222949,"Luther Burden",,WR,CHI,LAR,158064,,0,0,0,0,0,0.18,1.04,0,5.45,3.78,44.27,0.28,10.21,10.19,8.3,45.31,0.28,1.04,0,45.31,0.28,0,4.67,18.93,,,0,0.00%,MAIN,1377732,235652,23,8222949,
328366,"Durham Smythe",,TE,CHI,LAR,158064,,0,0,0,0,0,0,0,0,0.36,0.25,2.28,0.02,0.6,0.6,0.47,2.28,0.02,0,0,2.28,0.02,0,0,1.2,,,0,0.00%,MAIN,749968,75120,24,328366,
1844217,"Cole Kmet",,TE,CHI,LAR,158064,,0,0,0,0,0,0,0,0,2.32,1.56,15.11,0.13,3.84,3.82,3.04,15.11,0.13,0,0,15.11,0.13,0,0.01,10.56,,,0,0.00%,MAIN,1066765,53643,25,1844217,
8216973,"Colston Loveland",,TE,CHI,LAR,158064,,0,0,0,0,0,0,0,0,7.41,4.84,52.87,0.4,12.62,12.57,10.15,52.87,0.4,0,0,52.87,0.4,0,5.81,22.83,,,0,0.00%,MAIN,1378821,238444,26,8216973,
18324,"Cairo Santos",,K,CHI,LAR,158064,,0,0,0,0,0,0,0,0,0,0,0,0,8.75,8.75,8.75,0,0,0,0,0,0,7.61,3.75,15.1,,,0,0.00%,MAIN,546669,6543,27,18324,
18442,"Los Angeles Rams",,DST,LAR,CHI,158064,,0,0,0,0,0,0,0,0,0,0,0,0,5.48,5.48,5.48,0,0,0,0,0,0,0,0.59,12.62,,,0,0.00%,MAIN,343,8491,28,18442,
6227935,"Bo Nix",,QB,DEN,BUF,158061,,33.31,21.68,208.51,1.45,0.67,6.65,24.22,0.3,0,0,0,0,17.83,17.78,17.78,232.73,1.75,232.73,1.75,24.22,0.3,0,11.13,26.48,,,0,0.00%,SAT,1161899,91530,29,6227935,
4773040,"Jaleel McLaughlin",,RB,DEN,BUF,158061,,0,0,0,0,0,4.98,21.13,0.25,1.11,0.88,4.44,0.03,5.1,5.08,4.64,25.57,0.28,21.13,0.25,25.57,0.28,0,1.72,14.03,,,0,0.00%,SAT,1271738,173596,30,4773040,
3491354,"Tyler Badie",,RB,DEN,BUF,158061,,0,0,0,0,0,1.36,5.63,0.07,1.89,1.28,8.73,0.05,3.42,3.39,2.75,14.36,0.12,5.63,0.07,14.36,0.12,0,0.29,9.29,,,0,0.00%,SAT,1124338,50826,31,3491354,
8223044,"RJ Harvey",,RB,DEN,BUF,158061,,0,0,0,0,0,11.42,50.69,0.58,4.75,3.54,25.27,0.13,15.38,15.29,13.52,75.96,0.71,50.69,0.58,75.96,0.71,0,8.38,25.35,,,0,0.00%,SAT,1172401,132462,32,8223044,
328827,"Courtland Sutton",,WR,DEN,BUF,158061,,0,0,0,0,0,0,0,0,7.85,4.81,55.15,0.38,12.8,12.78,10.37,55.15,0.38,0,0,55.15,0.38,0,6.45,21.84,,,0,0.00%,SAT,838878,40663,33,328827,
4687701,"Marvin Mims",,WR,DEN,BUF,158061,,0,0,0,0,0,1.42,7.52,0.02,2.43,1.67,18.16,0.12,5.06,5.05,4.21,25.68,0.14,7.52,0.02,25.68,0.14,0,1.55,11.3,,,0,0.00%,SAT,1213799,138890,34,4687701,
6227934,"Troy Franklin",,WR,DEN,BUF,158061,,0,0,0,0,0,0.71,2.43,0.01,3.48,2.12,20.52,0.17,5.48,5.46,4.4,22.95,0.18,2.43,0.01,22.95,0.18,0,1.8,12.56,,,0,0.00%,SAT,1286176,170594,35,6227934,
8223043,"Pat Bryant",,WR,DEN,BUF,158061,,0,0,0,0,0,0,0,0,5.46,3.48,37.51,0.26,8.87,8.85,7.11,37.51,0.26,0,0,37.51,0.26,0,3.92,16.9,,,0,0.00%,SAT,1305866,170072,36,8223043,
982599,"Lil'Jordan Humphrey",,WR,DEN,BUF,158061,,0,0,0,0,0,0,0,0,1.09,0.71,7.66,0.05,1.77,1.77,1.41,7.66,0.05,0,0,7.66,0.05,0,0,3.54,,,0,0.00%,SAT,920758,51064,37,982599,
36968,"Evan Engram",,TE,DEN,BUF,158061,,0,0,0,0,0,0,0,0,3.09,2.16,18,0.14,4.78,4.76,3.68,18,0.14,0,0,18,0.14,0,1.05,11.43,,,0,0.00%,SAT,749185,33338,38,36968,
1844770,"Adam Trautman",,TE,DEN,BUF,158061,,0,0,0,0,0,0,0,0,1.61,1.08,10.08,0.08,2.56,2.55,2.01,10.08,0.08,0,0,10.08,0.08,0,0,7.02,,,0,0.00%,SAT,875444,50142,39,1844770,
4773039,"Nate Adkins",,TE,DEN,BUF,158061,,0,0,0,0,0,0,0,0,0.56,0.41,3.05,0.03,0.89,0.89,0.68,3.05,0.03,0,0,3.05,0.03,0,0,1.78,,,0,0.00%,SAT,1132517,147718,40,4773039,
35411,"Wil Lutz",,K,DEN,BUF,158061,,0,0,0,0,0,0,0,0,0,0,0,0,7.6,7.6,7.6,0,0,0,0,0,0,6.86,3.01,13.22,,,0,0.00%,SAT,700299,26281,41,35411,
18417,"Buffalo Bills",,DST,BUF,DEN,158061,,0,0,0,0,0,0,0,0,0,0,0,0,5.7,5.7,5.7,0,0,0,0,0,0,0,0.44,12.67,4,28.3,13.86,0.00%,SAT,324,8466,42,18417,
4687775,"C.J. Stroud",,QB,HOU,NEP,158063,,31.53,20.12,216.09,1.21,0.52,3.1,8.79,0.09,0,0,0,0,14.6,14.56,14.56,224.88,1.3,224.88,1.3,8.79,0.09,0,8.85,22.25,,,0,0.00%,MAIN,1214084,134990,43,4687775,
36919,"Dare Ogunbowale",,RB,HOU,NEP,158063,,0,0,0,0,0,0.59,1.79,0.02,0.23,0.16,1.22,0.01,0.64,0.63,0.55,3.01,0.03,1.79,0.02,3.01,0.03,0,0,1.28,,,0,0.00%,MAIN,703015,33261,44,36919,
328152,"Nick Chubb",,RB,HOU,NEP,158063,,0,0,0,0,0,5.74,26.13,0.16,0.82,0.6,4.41,0.03,4.78,4.76,4.46,30.54,0.19,26.13,0.16,30.54,0.19,0,2.08,11.23,,,0,0.00%,MAIN,822857,69339,45,328152,
8228596,"Woody Marks",,RB,HOU,NEP,158063,,0,0,0,0,0,16.14,54.36,0.46,3.48,2.28,18.26,0.12,12.97,12.86,11.72,72.62,0.58,54.36,0.46,72.62,0.58,0,6.43,23.06,,,0,0.00%,MAIN,1231652,140070,46,8228596,
328952,"Christian Kirk",,WR,HOU,NEP,158063,,0,0,0,0,0,0.11,0.41,0,4.27,2.83,32.4,0.18,7.23,7.22,5.8,32.81,0.18,0.41,0,32.81,0.18,0,2.66,14.27,,,0,0.00%,MAIN,865801,40550,47,328952,
2861874,"Nico Collins",,WR,HOU,NEP,158063,Q,0,0,0,0,0,0,0,0,7.74,4.95,63.52,0.33,13.78,13.76,11.28,63.52,0.33,0,0,63.52,0.33,0,7.19,24.85,,,0,0.00%,MAIN,1074698,55094,48,2861874,
4687773,"Xavier Hutchinson",,WR,HOU,NEP,158063,,0,0,0,0,0,0.86,4.72,0.01,2.87,1.71,17.41,0.12,4.69,4.68,3.82,22.13,0.13,4.72,0.01,22.13,0.13,0,1.21,11.01,,,0,0.00%,MAIN,1213636,144616,49,4687773,
8223113,"Jaylin Noel",,WR,HOU,NEP,158063,,0,0,0,0,0,0.22,0.41,0,0.68,0.5,5.21,0.03,1.24,1.24,0.99,5.62,0.03,0.41,0,5.62,0.03,0,0,2.48,,,0,0.00%,MAIN,1286370,170855,50,8223113,
8223114,"Jayden Higgins",,WR,HOU,NEP,158063,,0,0,0,0,0,0,0,0,3.77,2.33,26.49,0.16,5.95,5.94,4.77,26.49,0.16,0,0,26.49,0.16,0,2.12,12.9,,,0,0.00%,MAIN,1274492,176220,51,8223114,
328583,"Dalton Schultz",,TE,HOU,NEP,158063,,0,0,0,0,0,0,0,0,5.76,3.97,36.9,0.18,8.74,8.7,6.71,36.9,0.18,0,0,36.9,0.18,0,3.94,16.09,,,0,0.00%,MAIN,830523,40358,52,328583,
1844156,"Harrison Bryant",,TE,HOU,NEP,158063,,0,0,0,0,0,0,0,0,0.07,0.05,0.41,0,0.09,0.1,0.07,0.41,0,0,0,0.41,0,0,0,0.18,,,0,0.00%,MAIN,916467,48915,53,1844156,
6228030,"Cade Stover",,TE,HOU,NEP,158063,,0,0,0,0,0,0,0,0,1.85,1.29,9.9,0.06,2.63,2.62,1.97,9.9,0.06,0,0,9.9,0.06,0,0,6.96,,,0,0.00%,MAIN,1175182,134970,54,6228030,
35506,"Ka'imi Fairbairn",,K,HOU,NEP,158063,,0,0,0,0,0,0,0,0,0,0,0,0,7.97,7.97,7.97,0,0,0,0,0,0,6.88,2.97,14.27,,,0,0.00%,MAIN,691032,25821,55,35506,
18432,"New England Patriots",,DST,NEP,HOU,158063,,0,0,0,0,0,0,0,0,0,0,0,0,6.21,6.21,6.21,0,0,0,0,0,0,0,1.99,12.34,4.86,34.1,17.6,0.00%,MAIN,348,8481,56,18432,
11613,"Matthew Stafford",,QB,LAR,CHI,158064,,34.24,22.19,269.73,2.02,0.65,1.15,2.13,0.03,0,0,0,0,19.55,19.54,19.54,271.86,2.05,271.86,2.05,2.13,0.03,0,12.04,29.03,,,0,0.00%,MAIN,323205,6957,57,11613,
3492191,"Kyren Williams",,RB,LAR,CHI,158064,,0,0,0,0,0,13.58,63.9,0.57,2.91,2.11,16.6,0.16,14.83,14.78,13.72,80.5,0.73,63.9,0.57,80.5,0.73,0,7.7,25.03,,,0,0.00%,MAIN,1167361,119535,58,3492191,
6228231,"Blake Corum",,RB,LAR,CHI,158064,,0,0,0,0,0,9,43.44,0.38,0.87,0.57,4.35,0.05,7.97,7.94,7.65,47.79,0.43,43.44,0.38,47.79,0.43,0,3.67,17.39,,,0,0.00%,MAIN,1229540,139489,59,6228231,
3504123,"Ronnie Rivers",,RB,LAR,CHI,158064,,0,0,0,0,0,0.12,0.5,0.01,0.02,0.02,0.12,0,0.14,0.14,0.13,0.62,0.01,0.5,0.01,0.62,0.01,0,0,0.28,,,0,0.00%,MAIN,976804,64709,60,3504123,
18106,"Davante Adams",,WR,LAR,CHI,158064,,0,0,0,0,0,0,0,0,8.02,4.94,63.93,0.43,14.13,14.1,11.63,63.93,0.43,0,0,63.93,0.43,0,7.08,24.67,,,0,0.00%,MAIN,611417,926,61,18106,
2862399,"Tutu Atwell",,WR,LAR,CHI,158064,,0,0,0,0,0,0,0,0,0.81,0.48,6.89,0.04,1.41,1.4,1.16,6.89,0.04,0,0,6.89,0.04,0,0,2.82,,,0,0.00%,MAIN,1106760,61306,62,2862399,
4687933,"Puka Nacua",,WR,LAR,CHI,158064,,0,0,0,0,0,1.02,6.13,0.05,10.51,7.35,99.91,0.57,23.24,23.19,19.51,106.04,0.62,6.13,0.05,106.04,0.62,0,12.67,34.49,,,0,0.00%,MAIN,1162128,93290,63,4687933,
4716168,"Xavier Smith",,WR,LAR,CHI,158064,,0,0,0,0,0,0,0,0,0.09,0.07,0.94,0,0.16,0.17,0.13,0.94,0,0,0,0.94,0,0,0,0.32,,,0,0.00%,MAIN,1137635,131122,64,4716168,
8228750,"Konata Mumpfield",,WR,LAR,CHI,158064,,0,0,0,0,0,0,0,0,0.95,0.52,5.53,0.05,1.37,1.37,1.11,5.53,0.05,0,0,5.53,0.05,0,0,2.74,,,0,0.00%,MAIN,1289332,168149,65,8228750,
35670,"Tyler Higbee",,TE,LAR,CHI,158064,,0,0,0,0,0,0,0,0,3.62,2.43,25.13,0.26,6.52,6.5,5.28,25.13,0.26,0,0,25.13,0.26,0,2,16.13,,,0,0.00%,MAIN,604176,10211,66,35670,
1849846,"Colby Parkinson",,TE,LAR,CHI,158064,,0,0,0,0,0,0,0,0,4.17,2.86,30.19,0.3,7.71,7.68,6.25,30.19,0.3,0,0,30.19,0.3,0,2.59,17.17,,,0,0.00%,MAIN,1060312,42579,67,1849846,
4687936,"Davis Allen",,TE,LAR,CHI,158064,,0,0,0,0,0,0,0,0,1.07,0.72,6.83,0.08,1.88,1.87,1.51,6.83,0.08,0,0,6.83,0.08,0,0,3.76,,,0,0.00%,MAIN,1161664,136894,68,4687936,
8223257,"Terrance Ferguson",,TE,LAR,CHI,158064,Q,0,0,0,0,0,0,0,0,1.19,0.62,9.62,0.08,2.06,2.05,1.74,9.62,0.08,0,0,9.62,0.08,0,0,4.12,,,0,0.00%,MAIN,1286179,170588,69,8223257,
6227784,"Harrison Mevis",,K,LAR,CHI,158064,,0,0,0,0,0,0,0,0,0,0,0,0,8.71,8.71,8.71,0,0,0,0,0,0,7.76,3.87,14.86,,,0,0.00%,MAIN,1213389,137052,70,6227784,
18419,"Chicago Bears",,DST,CHI,LAR,158064,,0,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,4.99,0,0,0,0,0,0,0,-0.14,11.55,,,0,0.00%,MAIN,326,8468,71,18419,
6228327,"Drake Maye",,QB,NEP,HOU,158063,,32.53,21.45,227.84,1.51,0.62,7.06,30.41,0.23,0,0,0,0,19.24,19.18,19.18,258.25,1.74,258.25,1.74,30.41,0.23,0,12.62,28.21,9.94,52.68,12.92,0.00%,MAIN,1286803,167238,72,6228327,
2861810,"Rhamondre Stevenson",,RB,NEP,HOU,158063,,0,0,0,0,0,8.73,38.28,0.31,3.34,2.47,17.75,0.12,10.63,10.58,9.34,56.03,0.43,38.28,0.31,56.03,0.43,0,5.37,19.37,2.06,22.26,9.54,0.00%,MAIN,1174682,93719,73,2861810,
8223312,"TreVeyon Henderson",,RB,NEP,HOU,158063,,0,0,0,0,0,9.53,48.18,0.34,2.87,2.19,14.72,0.11,11.19,11.13,10.03,62.9,0.45,48.18,0.34,62.9,0.45,0,6.06,19.75,4.56,32.86,19.46,0.00%,MAIN,1287837,169972,74,8223312,
21625,"Stefon Diggs",,WR,NEP,HOU,158063,,0,0,0,0,0,0,0,0,6.29,4.23,47.67,0.35,11.32,11.31,9.19,47.67,0.35,0,0,47.67,0.35,0,5.49,20.5,8.6,30.92,19.85,0.00%,MAIN,694041,8606,75,21625,
4688005,"Kayshon Boutte",,WR,NEP,HOU,158063,,0,0,0,0,0,0,0,0,4.47,2.82,33.17,0.25,7.66,7.64,6.23,33.17,0.25,0,0,33.17,0.25,0,2.97,15.6,5.88,31.88,18.03,0.00%,MAIN,1213362,145436,76,4688005,
4688003,"Demario Douglas",,WR,NEP,HOU,158063,,0,0,0,0,0,0.03,0.13,0,2.32,1.57,16.99,0.11,3.93,3.93,3.14,17.12,0.11,0.13,0,17.12,0.11,0,0.17,10.19,0.34,10.32,2.39,0.00%,MAIN,1175693,142312,77,4688003,
8223311,"Kyle Williams",,WR,NEP,HOU,158063,,0,0,0,0,0,0,0,0,2.91,1.59,21.88,0.16,4.75,4.74,3.94,21.88,0.16,0,0,21.88,0.16,0,0.41,12.16,1.5,15.22,5.13,0.00%,MAIN,1227157,145222,78,8223311,
8250990,"Efton Chism",,WR,NEP,HOU,158063,,0,0,0,0,0,0,0,0,1.22,0.78,9.19,0.06,2.06,2.05,1.66,9.19,0.06,0,0,9.19,0.06,0,0,5.67,0.04,2.52,0.48,0.00%,MAIN,1216288,174267,79,8250990,
35576,"Austin Hooper",,TE,NEP,HOU,158063,,0,0,0,0,0,0,0,0,2.56,1.76,17.38,0.1,4.08,4.06,3.18,17.38,0.1,0,0,17.38,0.1,0,0.26,9.71,0.58,11.58,2.66,0.00%,MAIN,739424,26421,80,35576,
35634,"Hunter Henry",,TE,NEP,HOU,158063,,0,0,0,0,0,0,0,0,6.4,4.29,45.47,0.24,10.32,10.28,8.13,45.47,0.24,0,0,45.47,0.24,0,4.82,18.31,8.9,30.28,15.39,0.00%,MAIN,744425,26343,81,35634,
6228548,"Jack Westover",,TE,NEP,HOU,158063,,0,0,0,0,0,0,0,0,0.15,0.09,0.82,0.01,0.23,0.24,0.19,0.82,0.01,0,0,0.82,0.01,0,0,0.46,,,0.02,0.00%,MAIN,1121863,136262,82,6228548,
8228810,"Andres Borregales",,K,NEP,HOU,158063,,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,7.69,0,0,0,0,0,0,6.87,2.93,13.79,,,0,0.00%,MAIN,1286810,167128,83,8228810,
18426,"Houston Texans",,DST,HOU,NEP,158063,,0,0,0,0,0,0,0,0,0,0,0,0,6.46,6.46,6.46,0,0,0,0,0,0,0,1.74,12.65,,,0,0.00%,MAIN,325,8475,84,18426,
328423,"Sam Darnold",,QB,SEA,SFO,158062,,30.99,20.31,233.4,1.82,0.57,2.82,7.67,0.09,0,0,0,0,17.76,17.73,17.73,241.07,1.91,241.07,1.91,7.67,0.09,0,10.96,26.3,,,0,0.00%,SAT,880026,76998,85,328423,
3492251,"Kenneth Walker III",,RB,SEA,SFO,158062,,0,0,0,0,0,11.75,51.63,0.52,3.04,2.22,19.33,0.06,12.82,12.75,11.64,70.96,0.58,51.63,0.52,70.96,0.58,0,6.76,21.83,,,0,0.00%,SAT,1164402,33516,86,3492251,
4688186,"Zach Charbonnet",,RB,SEA,SFO,158062,,0,0,0,0,0,10.31,43.21,0.45,2.61,1.9,14.73,0.05,10.69,10.64,9.69,57.94,0.5,43.21,0.45,57.94,0.5,0,5.17,19.33,,,0,0.00%,SAT,1164530,92941,87,4688186,
1849790,"Cam Akers",,RB,SEA,SFO,158062,,0,0,0,0,0,0.24,0.96,0.01,0.12,0.09,0.63,0,0.31,0.31,0.26,1.59,0.01,0.96,0.01,1.59,0.01,0,0,0.62,,,0,0.00%,SAT,976251,63693,88,1849790,
37050,"Cooper Kupp",,WR,SEA,SFO,158062,,0,0,0,0,0,0,0,0,3.98,2.57,31.82,0.26,7.36,7.35,6.06,31.82,0.26,0,0,31.82,0.26,0,2.42,15.85,,,0,0.00%,SAT,698227,33786,89,37050,
3492252,"Dareke Young",,WR,SEA,SFO,158062,,0,0,0,0,0,0,0,0,0.18,0.11,1.3,0.01,0.3,0.3,0.24,1.3,0.01,0,0,1.3,0.01,0,0,0.6,,,0,0.00%,SAT,1384869,230818,90,3492252,
3503949,"Rashid Shaheed",,WR,SEA,SFO,158062,,0,0,0,0,0,0.9,5.35,0.03,3.58,2.15,30.46,0.23,7.3,7.28,6.2,35.81,0.26,5.35,0.03,35.81,0.26,0,2.47,16.19,,,0,0.00%,SAT,923412,62699,91,3503949,
4688187,"Jaxon Smith-Njigba",,WR,SEA,SFO,158062,,0,0,0,0,0,0.25,1.31,0.01,11.1,7.27,92.69,0.73,22.43,22.39,18.75,94,0.74,1.31,0.01,94,0.74,0,12.56,35.13,,,0,0.00%,SAT,1214087,134969,92,4688187,
4716451,"Jake Bobo",,WR,SEA,SFO,158062,,0,0,0,0,0,0,0,0,0.18,0.12,1.28,0.01,0.31,0.31,0.25,1.28,0.01,0,0,1.28,0.01,0,0,0.62,,,0,0.00%,SAT,1121050,56416,93,4716451,
36986,"Eric Saubert",,TE,SEA,SFO,158062,,0,0,0,0,0,0,0,0,1.22,0.79,7.1,0.09,2.03,2.03,1.63,7.1,0.09,0,0,7.1,0.09,0,0,4.06,,,0,0.00%,SAT,694931,33331,94,36986,
6228551,"AJ Barner",,TE,SEA,SFO,158062,,0,0,0,0,0,1.2,2.2,0.02,4.84,3.37,33.24,0.34,9.08,9.04,7.35,35.44,0.36,2.2,0.02,35.44,0.36,0,3.45,18.81,,,0,0.00%,SAT,1229503,134944,95,6228551,
8281271,"Nick Kallerup",,TE,SEA,SFO,158062,,0,0,0,0,0,0,0,0,0.14,0.08,0.8,0.01,0.22,0.22,0.18,0.8,0.01,0,0,0.8,0.01,0,0,0.44,,,0,0.00%,SAT,1164736,133215,96,8281271,
18774,"Jason Myers",,K,SEA,SFO,158062,,0,0,0,0,0,0,0,0,0,0,0,0,8.73,8.73,8.73,0,0,0,0,0,0,7.74,3.88,14.99,,,0,0.00%,SAT,518088,8713,97,18774,
18440,"San Francisco 49ers",,DST,SFO,SEA,158062,,0,0,0,0,0,0,0,0,0,0,0,0,4.75,4.75,4.75,0,0,0,0,0,0,0,0.16,10.59,4.58,36.78,12.74,0.00%,SAT,359,8489,98,18440,
3492223,"Brock Purdy",,QB,SFO,SEA,158062,,33.08,22.36,232.98,1.34,0.78,5.67,15.57,0.13,0,0,0,0,16.57,16.52,16.52,248.55,1.47,248.55,1.47,15.57,0.13,0,10.26,24.84,3.44,37.38,4.05,0.00%,SAT,1121761,63297,99,3492223,
18516,"Kyle Juszczyk",,RB,SFO,SEA,158062,,0,0,0,0,0,0.41,1.09,0.01,1.83,1.32,13.01,0.06,3.13,3.12,2.46,14.1,0.07,1.09,0.01,14.1,0.07,0,0,8.42,0.08,1.96,0.32,0.00%,SAT,501150,4337,100,18516,
3491896,"Brian Robinson",,RB,SFO,SEA,158062,,0,0,0,0,0,3.14,12.16,0.11,0.65,0.44,3.29,0.02,2.75,2.74,2.52,15.45,0.13,12.16,0.11,15.45,0.13,0,0.59,7.56,0.04,1.3,0.13,0.00%,SAT,973966,63567,101,3491896,
